0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,76.9
0.0,0.0,17.3,0.0,0.0,0.0,73.1,0.0,9.6
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,82.7,0.0,9.6,7.7,0.0,0.0,0.0
0.0,0.0,86.5,0.0,13.5,0.0,0.0,0.0,0.0
80.8,0.0,1.9,0.0,0.0,3.8,13.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,80.8,0.0,19.2
0.0,0.0,0.0,0.0,0.0,0.0,88.5,0.0,11.5
0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,9.6
0.0,0.0,0.0,0.0,0.0,0.0,82.7,0.0,17.3
0.0,0.0,69.2,0.0,0.0,13.5,11.5,0.0,5.8
0.0,0.0,0.0,59.6,0.0,0.0,0.0,1.9,38.5
0.0,0.0,7.7,0.0,0.0,25.0,0.0,21.2,46.2
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,63.5,0.0,0.0,36.5,0.0,0.0,0.0
0.0,80.8,9.6,0.0,0.0,9.6,0.0,0.0,0.0
0.0,0.0,0.0,13.5,0.0,86.5,0.0,0.0,0.0
0.0,0.0,15.4,0.0,0.0,59.6,0.0,0.0,25.0
0.0,0.0,92.3,0.0,0.0,7.7,0.0,0.0,0.0
0.0,92.3,7.7,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,98.1,0.0,0.0,0.0,1.9,0.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,15.4,0.0,5.8,78.8
0.0,0.0,0.0,0.0,0.0,0.0,82.7,0.0,17.3
0.0,0.0,11.5,0.0,0.0,51.9,0.0,0.0,36.5
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.6,0.0,0.0,88.5,0.0,1.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,13.5,11.5,75.0
82.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3
0.0,5.8,73.1,0.0,0.0,3.8,0.0,0.0,17.3
0.0,0.0,0.0,0.0,0.0,0.0,67.3,0.0,32.7
0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,86.5,0.0,0.0,13.5
0.0,0.0,0.0,0.0,0.0,80.8,9.6,0.0,9.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,5.8,0.0,0.0,42.3,0.0,9.6,42.3
0.0,0.0,0.0,0.0,0.0,9.6,1.9,9.6,78.8
0.0,0.0,0.0,3.8,0.0,96.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,51.9,0.0,48.1
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,98.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.6,9.6,0.0,0.0,5.8,0.0,0.0,0.0
0.0,9.6,90.4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,98.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.6,90.4,0.0,0.0,0.0,0.0,0.0
0.0,7.7,0.0,0.0,0.0,63.5,0.0,0.0,28.8
0.0,0.0,0.0,0.0,0.0,36.5,0.0,0.0,63.5
0.0,0.0,0.0,0.0,0.0,0.0,92.3,0.0,7.7
0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,9.6
0.0,98.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.6,0.0,0.0,0.0,7.7,0.0,0.0,7.7
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,88.5,0.0,11.5,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.8,94.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,78.8,15.4,0.0,0.0,5.8,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,23.1,65.4,0.0,11.5
0.0,0.0,0.0,13.5,0.0,86.5,0.0,0.0,0.0
0.0,0.0,0.0,55.8,0.0,44.2,0.0,0.0,0.0
0.0,0.0,0.0,23.1,0.0,76.9,0.0,0.0,0.0
3.8,88.5,0.0,0.0,0.0,0.0,0.0,0.0,7.7
0.0,0.0,0.0,0.0,0.0,9.6,71.2,0.0,19.2
0.0,0.0,0.0,0.0,0.0,11.5,0.0,38.5,50.0
0.0,0.0,0.0,98.1,0.0,0.0,0.0,1.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.5,19.2,69.2
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,15.4,0.0,84.6,0.0,0.0,0.0
0.0,0.0,0.0,53.8,0.0,40.4,0.0,0.0,5.8
0.0,0.0,0.0,0.0,0.0,0.0,82.7,0.0,17.3
0.0,0.0,0.0,0.0,0.0,38.5,0.0,7.7,53.8
0.0,0.0,0.0,0.0,0.0,9.6,1.9,7.7,80.8
7.7,0.0,0.0,0.0,0.0,7.7,0.0,5.8,78.8
0.0,0.0,0.0,86.5,0.0,0.0,0.0,1.9,11.5
0.0,0.0,0.0,86.5,0.0,0.0,0.0,1.9,11.5
0.0,0.0,0.0,0.0,0.0,21.2,0.0,9.6,69.2
1.9,0.0,0.0,0.0,5.8,0.0,0.0,9.6,82.7
0.0,0.0,0.0,0.0,0.0,71.2,0.0,5.8,23.1
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
5.8,53.8,19.2,0.0,0.0,21.2,0.0,0.0,0.0
0.0,0.0,63.5,0.0,0.0,36.5,0.0,0.0,0.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.5,30.8,0.0,0.0,55.8,0.0,0.0,0.0
0.0,15.4,7.7,0.0,0.0,76.9,0.0,0.0,0.0
0.0,94.2,0.0,5.8,0.0,0.0,0.0,0.0,0.0
0.0,38.5,0.0,48.1,0.0,13.5,0.0,0.0,0.0
0.0,0.0,0.0,63.5,0.0,30.8,0.0,0.0,5.8
0.0,0.0,0.0,11.5,0.0,82.7,0.0,0.0,5.8
0.0,0.0,0.0,0.0,0.0,0.0,94.2,0.0,5.8
0.0,0.0,0.0,0.0,0.0,65.4,0.0,0.0,34.6
5.8,25.0,0.0,0.0,0.0,46.2,0.0,3.8,19.2
0.0,0.0,0.0,0.0,0.0,82.7,9.6,0.0,7.7
0.0,0.0,0.0,1.9,0.0,98.1,0.0,0.0,0.0
0.0,0.0,0.0,90.4,0.0,7.7,0.0,1.9,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,69.2,0.0,0.0,11.5,0.0,7.7,11.5
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,82.7,0.0,0.0,0.0,17.3,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,90.4,0.0,9.6,0.0,0.0,0.0,0.0
0.0,0.0,17.3,25.0,0.0,51.9,0.0,0.0,5.8
0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,96.2
0.0,0.0,48.1,0.0,36.5,0.0,0.0,3.8,11.5
0.0,0.0,90.4,0.0,0.0,0.0,0.0,0.0,9.6
0.0,0.0,1.9,0.0,17.3,17.3,0.0,23.1,40.4
0.0,0.0,0.0,94.2,0.0,0.0,0.0,0.0,5.8
0.0,0.0,0.0,0.0,0.0,0.0,11.5,7.7,80.8
0.0,0.0,0.0,0.0,0.0,0.0,11.5,9.6,78.8
5.8,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,98.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,98.1,0.0,0.0,0.0,1.9,0.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,75.0,19.2,0.0,5.8
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.3,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0
26.9,0.0,0.0,0.0,0.0,7.7,0.0,5.8,59.6
0.0,0.0,34.6,0.0,0.0,11.5,0.0,3.8,50.0
0.0,0.0,0.0,0.0,0.0,32.7,0.0,5.8,61.5
0.0,57.7,15.4,0.0,0.0,3.8,15.4,0.0,7.7
0.0,0.0,0.0,0.0,0.0,69.2,0.0,1.9,28.8
0.0,0.0,0.0,0.0,0.0,48.1,0.0,3.8,48.1
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,67.3,7.7,0.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,9.6,13.5,76.9
0.0,0.0,0.0,0.0,0.0,0.0,13.5,9.6,76.9
0.0,0.0,0.0,0.0,0.0,0.0,92.3,0.0,7.7
0.0,0.0,71.2,0.0,1.9,23.1,0.0,0.0,3.8
0.0,0.0,0.0,90.4,0.0,1.9,0.0,1.9,5.8
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,1.9,9.6,0.0,88.5,0.0,0.0,0.0
0.0,0.0,0.0,82.7,0.0,0.0,0.0,1.9,15.4
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,23.1,0.0,9.6,67.3
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,88.5,0.0,0.0,0.0,1.9,9.6
0.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,13.5
0.0,0.0,9.6,0.0,0.0,90.4,0.0,0.0,0.0
9.6,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,88.5,0.0,0.0,0.0,1.9,9.6
0.0,0.0,0.0,0.0,0.0,48.1,28.8,1.9,21.2
0.0,0.0,0.0,0.0,0.0,9.6,51.9,1.9,36.5
0.0,0.0,0.0,15.4,0.0,84.6,0.0,0.0,0.0
0.0,0.0,5.8,0.0,0.0,94.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,84.6,0.0,15.4
0.0,0.0,0.0,0.0,0.0,0.0,46.2,1.9,51.9
0.0,0.0,0.0,0.0,0.0,0.0,23.1,1.9,75.0
0.0,0.0,0.0,0.0,0.0,11.5,0.0,3.8,84.6
0.0,0.0,0.0,0.0,0.0,1.9,59.6,0.0,38.5
0.0,0.0,1.9,0.0,0.0,40.4,42.3,0.0,15.4
0.0,0.0,1.9,0.0,44.2,17.3,0.0,0.0,36.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
